id	answer
984	"On side gym, nice coworkers, work/life balance poor benefits, minimal wage increase"
985	The management have been superb thus far. The onboarding process was extremely organized. Nothing negative to share. Everything has been great!
986	Want extensive growth without investing capital in the systems. Cost controls focused on the wrong things. Org chart not aligned properly which leads to conflicts in decision making.
987	*Excessive corporate bureaucracy*Pressure in the work environment*Lack of support from the higher command*One size fits all solutions*Not the best benefits in the market
988	Honeywell is a very large organization with many layers of management and approval requirements that can make some business aspects or progress seem slow-paced or bogged down.
989	"In 18 months working at the Redmond site, I was furloughed for three separate 1-week periods without pay and did not receive a raise. This was the case for ALL supervisors, managers, and engineers. Ba"
990	"Pay, Laid Back, and Union Representation. Strong Disconnect Between the Union and Front Office.Tends to Create Problems to ""Fix""They will step over a dollar to pick up a penny.Shop Politics"
991	"Nice place to work with good work life balance, specially for women. Belives in people retention. Hierarchy growth is very less, people tend to stay in the same position for long time"
992	If you do not want to work really hard. Honeywell is NOT for you!
993	"Opportunity to explore and grow Hectic working hours, late nights"
994	Executive management cares only about stock price. Several years of furloughs and layoffs along with a systematic cutting of employee benefits has led to extremely poor morale and general apathy. Now
995	Smart and nice people to work with Rightsizing. Sending more and more jobs to HIGH growth areas
996	Very good 401k savings plan Very little job stability for the amount of time spent there
997	"Overall, a truly awful place to work. This is a review primarily of the ACST group, previously called SRDC and then CSTC. It will probably be renamed and re-shuffled several more times in the next 5 y"
998	Worst immigration department and worst HR department.No cordiation between departments.It takes ever to start something.If you are looking for sponsorship or green card process they will cheat you.Law
999	Customers are great to work with Management needs to learn the technology of the business units (division) they are managing.
1000	"Lots of learning opportunities and plenty trainings Benefits are less and less, expecting a lot of extra work without getting compensated for it"
1001	"High Margin, Latest Technology, Lean, Six Sigma Very aged employees, too much process, less results, too absorbed in meetings"
1002	
1003	"1) Corporate greed runs rampant. One week they are sharing news of how well the company did last quarter and what great profits they had, and the next week they are sending out internal memos about sp"
1004	Excellent product offering and quality Very poor management at the Zone level
1005	Good people to work with Poor benefits and people not valued only metrics
1006	Too many reorganizations over past 5 years. Each time they take longer than anticipated and leave many employees struggling with understanding where they fit in and what their directions should be.
1007	Many recent (last 3 years) changes in organization and leadership and loss of focus on core business and loss of many good people as a result
1008	There have been ups and downs with some of the management here. It is hard to get close and trust your management team when they aren't in the company for very long.
1009	"Excellent compensation and benefits, unsurpassed reputation within the customer base Management typically tone deaf to employee ideas and concerns"
1010	"Ability to telecommute whenever we wanted.Supportive co-workers. Constant feeling that the company was in flux.Treated contractors poorly, poor communication from management."
1011	People are great to work with. They do care. Downsizing is contributing to a poor working environment
1012	Senior management seems to be short-term focused. There have been several rounds of layoffs and furloughs in the last year.
1013	"401k match, stock is rising 2016-2017 Health benefits suck, the company outsourcing anything it can"
1014	Lots of trainingFocus on safetyRoom to stand out Seems like a higher turnover location?
1015	"Wide variety of work and great people to work with. Understaffed in some areas, but this is being addressed."
1016	Job Experience and continuous education The medical benefits are not that great
1017	Expectations and resources do not align. The good people leave. Prior close to retirement and the worthless stay. Soon no one who knows anything will be left
1018	Good pay working overseas. People Contracting overseas is temporary. Long hours
1019	Large global employer with varied work across the globe Large global employer with new executive team
1020	Health care benefits are below standard. Work life balance can become an issue. Facilities are dated. Leadership turnover is high.
1021	Financially focused which is a plus unless it runs the risk of being the sole focus. Some important aspects of any business are unknown (via variable measurement) and unknowable (via technology).
1022	Pay raises for US employees average once every two years and run at ~2%. Benefits continue to be cut over past several years. Expect long hours and no appreciation. My area moved to open floor plan so
1023	"Very Political EnvironmentToo Many Layers of Management, e.g. Vice Presidents reporting to Senior Vice PresidentsReductions in Force and Work Furloughs are CommonplaceWorking Nights and Weekends is Co"
1024	Pay doesn't match what other Honeywell employees are making. Unorganized. Union contract barely has any perks.
1025	"Close to home, Nice people to work for. Hard to advance, Salaries', Professional Conduct."
1026	"It is local to where I live horrible management, benefits and you are just a number."
1027	"Management (business and corporate) has lost sight of what employees value, and continues to diminish the non-monetary reason for staying. Recent emphasis on software is fine, but many high-value Aero"
1028	"Lost all talent. More people leaving than can be hired to stop the bleeding. No accountability, and CSO loses orders and rejects sales for process violations. Process is more important than the custom"
1029	"Back stabbing, dishonest people who are cut throat. They work in silo's and care nothing about their people, it's all a facade. HR is horrible and upper management is demanding to the point that you h"
1030	"Good hours, professional work environment, interesting projects. Significant use of lower wage engineers located overseas or in the US on work or travel visas. Benefits are very limited."
1031	"Flexible hours, kind of unlimited vacation policy Over processed, scientific management approach. Attitudeus everything and every person is interchangeable and expendable"
1032	"Flexible vacation days. Friendly environment at Muncie site. High deductible insurance with high premium. 401k match is very low, 8% of pay, match only 50%"
1033	No money for raises. Frequent years with no merit increases for the whole company. Limited advancement opportunities for non-software technical talent. Most future US hiring now targeting Atlanta. Mos
1034	"Acquired an excellent company in order to gain intellectual knowledge and customer contracts then dumped the company like a hot potato and referred to this practice as ""good business""."
1035	Nice people Work there and decent pay Health Insurance coverage not so great slow communication
1036	Good salary with still some remote work opportunities. Too many initiatives with loss of focus on making improvements.
1037	"Had some excellent managers and coworkers When people left the company, the positions were not filled for extended periods and existing employees had to do multiple jobs."
1038	Great Opportunities.Great Knowledge Base and Workforce Poor Benefits Package.High management turnover
1039	"Good learning environment, has benefits. its a really big company."
1040	"Technology, products, people, and history Tends to be overly prescriptive regarding engineering processes, lacks environment to be creative"
1041	Recently banned working from home. Treated like just a number. Benefits are not the best. Compensation is mediocre. Tuition reimbursement is almost non-existent.
1042	"None other than a pay check Everything, this place is toxic and lacks growth potential."
1043	"Used to have some positive things to say, but not anymore. Everything about the company from the salary and benefits to the management is seriously out of touch with the real world."
1044	Coworkers. Education reimbursement. Great manager. CEO too political. Need better work life balance.
1045	The people I worked with are great Upper management does not have a clue how to improve moral.
1046	Prestige working for an Aerospace Company
1047	"Great people at non management levels. Stifling environment, low pay and benefits, lousy health insurance with NO dental insurance company contribution."
1048	- Getting attacked by geese- Worst work environment: Co-Workers are petty and immature; will bully and belittle you- Not enough vacation days- PTO and vacation days do not roll over- Unorganized- Wors
1049	"Co-workers and networking, business travel, job assignments Outsourcing, layoffs, furloughs, benefit reductions"
1050	"Diverse products, locations. High saturation of six sigma Green Belts Success is very limited by a Program Management micro-managed charge number system."
1051	Not developing projects correctly. See above. Some times desperation seeps in. Then the challenges come.
1052	Limited ability to work remote! They seem to not like that much even though you could do your entire job from your kitchen table.No raise last year (2016) we did get one this year in 2017
1053	Health Insurance is very costly to the employeeUpper Management is totally disconnected from the businessExecution is severely hindered by constant upper level movement within the organization.No clea
1054	the people i work withlearn a new skill to use outside of jobwork hoursflexible personal time Benefitsrepetitive work flowstuck at deskgets boring
1055	"great staff, nice working hours, great management time consuming to wait on material to be found in stores"
1056	"Great 401K matching, good medical benefits Under-staffed most of the time"
1057	Decent pay for the Southeast area. Allowed OT. Wanted me to certify stuff that I had not been trained in. Had no Trainers available.
1058	Oh I couldn't possibly fit all the cons in here. Its a big business. No one cares about you or your ideas. Forget that thought that anything you learned in a degree program will matter to your job. A
1059	"good work environment, flexible timings, friendly colleagues work pressure, multi tasking required"
1060	Standardized Procedures and overall activities Better benefits and train better the recruited employees before executing delegated tasks.
1061	"good work environment, flexible timings, friendly colleagues work pressure, multi tasking required"
1062	"nice enviroment and work place too much politic, difficult to make change"
1063	"Unlimited vacation policy started this year, it is not unlimited and most employees will probably not get approved (yes you need to be approved for all vacation even though it's unlimited) for as much"
1064	"Great people, benefits, useful tools and systems to work with, provide continuous learning. Transitioning work overseas, removing set vacation times"
1065	"the on site gym is okay, free coffee in the cafeteria. Poor overall management of the organization. cost cutting and lack of resource allocation is the general approach."
1066	Great place to begin a career. Not a long term employer.
1067	Great people to work with. Hard to see a long term future. Company is very short cycle oriented.
1068	"transparency, freedomjob securitygood pay for performers too much processbureaucracytough to grow for ppl having 10-12 years of experience"
1069	Always learning from talented people. Salaries don't keep up with area companies.
1070	"Profitable company with good positions in various industries. Ultra short term focus, weak leadership at many levels, squandered human capital."
1071	Good salary. Exposure to new technologies. No focus on Work life balance. working Saturday's also.
1072	People were not respectful of each other in the workplace. It is not uncommon to be talked to by leaders and coworkers like you are beneath them
1073	"well structured, full of opportunity All about number, not people"
1074	Great people. Lots of opportunity. Huge portfolio of products Too focused on short term results which drives cost reduction behavior. Not much gratitude for employees.
1075	"metrics driven management, you have to work a minimum of 44 hours a week to stay off the layoffs and furloughs(only get paid for 40, rest if free for Honeywell to profit from), you are expected to tra"
1076	Good working environment and technological advancement Slow advancement and difficult to be permanent
1077	Great technological capacity to develop cutting edge products. Very slow decision making. High level managers are very rude to customers.
1078	"Honeywell is going through a period of furloughs and layoffs over the last year and a half.Honeywell Aerospace is making adjustments while trying to streamline engineering and manufacturing processes,"
1079	cutting edge technology and development in Aerospace Process overload that leads to extensive non-value added work driving up our development costs
1080	"STAY AWAY!! Honeywell doesn't give a crap about its employees, its a grind and they know it and don't care. Work life balance is a lie they perpetuate to get people in the door. They have a huge HR or"
1081	"Great people. Plenty of advancement opportunity, Large portfolio of aerospace products Short sighted leadership....too focused on EPS and not long term growth."
1082	Pressure to make each quarter is extreme and financials are engineered to do so. Lack of any revenue growth has led the company to improve its profits by squeezing the employee base among other edge-o
1083	Middle Management is real beyond week. HR protects these management associates no matter what evidence the employee provided.Stubbornness cause them to lose so many talented people and kept the losers
1084	"Honeywell was a great company, but has decided that they do not need people. Over the last few years they have continued to outsource all areas and have such a lean organization that there is no fail"
1085	The job is very challenging and every day is different. Workforce Reduction forces us to work long hours.
1086	Rapid career progression is possible very demanding culture with little work life balance
1087	The opportunity to serve in the community was outstanding When you have the wrong people in the wrong position you lose good people.
1088	-Too difficult to work there if you don't have tech knowledge
1089	Benefits have been trending negatively due to stock valuation tendencies and an overall cash heavy strategy. This sometimes leads to decisions that negatively impact retention and talent acquisition.
1090	Dwindling benefitsQuestionable Job SecurityDisconnected leadershipOutdated technologies/productsThere are a lot of experienced engineers who have been with the company for many many years. This isn't
1091	"I lucked out with a great manager Boring workload, feel more like a technical writer than an engineer"
1092	"Employee benefits have been reduced in recent years - cut 401K Matching in half, eliminated work from home option, and went to 'unlimited vacation' approach. This - on top of 3 weeks of furlough in 12"
1093	"Good people, challenging work, good benefits Not many downsides; few people difficult to work with"
1094	"This is by far, the worst company I have ever worked for, period. And not by choice! I was part of a recent acquisition or should I say, I am a victim of a recent acquisition. Honeywell bought us and"
1095	Constant furloughsRegular work force reductions with ridiculous expectations for remaining employees to pick up the slack.Company won't spend money on justifiable equipment improvements.Site Managers
1096	"Competitive Salary, Good Benefits, Good Corporate Structure Lack of Integrity with lower middle managers, Prefer Buzzwords over Sense, Treated like ignorant children."
1097	"Constant leadership turn over, changing priorities, poor leadership accountability, employees pay the price when cost cutting is needed to offset inefficiencies."
1098	They have great advancement opportunities large company sometimes lead to large number of layoffs.
1099	"Used to be a cool company but cutback after reorganization after cutbacks has left it understaffed with ultra stressed employees. Quality of life, leadership behaviors"
1100	"vacation, travel, 401k, sick time, training The raises are not matching competitors"
1101	"Allows opportunities to work on some of the latest technologies for space and military applications Very beauracratic, constant change in management and direction. Decreasing benefits each year."
1102	"Lots of exposure to amazing technology, lots of job security Bureaucracy seems to get in the way of getting the work done"
1103	"International company, variety of work, growth and developement Outsourcing, cutting benefits, these are the only cons"
1104	"Good environment, lots of interesting projects Sometimes the company seems to be in a disarray"
1105	"CEO. Commitment at corporate level to Six Sigma. Big, easy to get lost."
1106	"Different types of work, Navigation Systems Not enough support from management"
1107	"Continually being negatively motivated by being told at least you have a job. This little phrase was sprinkled around repeatedly. Especially at salary review time, but not so much when talking about c"
1108	Good pay as an intern. Very unstructured internship program when I was there.
1109	If you are a subcontractor say bye bye to most of the Benefits. As a subcontractor Contributing to a 401K would be a good Benefit to have.
1110	"High energy, fast paced, exciting place to work Demanding with a fair amount of travel"
1111	Managed to make it through MULTIPLE layoffs/RIFs (Reduction in Force) over my 22 years there. Focus is on making the numbers and Wall Street's reactions as well as which company they can next acquire.
1112	"Laying people off, forcing people to retire, forcing people to work mandatory overtime for 6 days a week. Very little leadership development, corporate micromanaging, very negative and frustrating pla"
1113	Great place to work today Can be challenging at times
1114	There are still good colleagues remaining This company will do anything to save a buck at the employees' expense
1115	"""Making the numbers"" seems more important to corporate management than doing what's necessary for long-term growth. This is especially harmful to a sector like Defense and Space that has to think long"
1116	"Great to affiliated with a company like Honeywell Honeywell overloads their employees with work and pushes productivity, but doesn't compensate for the workload."
1117	It is a job period Management has gone downhill over the last year
1118	Big corporation with good benefits The company culture could be improved.
1119	Company is stable. There are a variety of positions. Room for advancement for new graduates. Furloughs and other non-motiving moves by management.
1120	Working overtime paid the bills Too many - sad
1121	Good Benefits good working conditions Downsizing constantly not very secure
1122	Challenging opportunities and professional co-workers High deductible insurance and expensive insurance premiums.
1123	Big fortune 500 company with good systems Bad benefits and bad culture
1124	"Management lacks directionReorganization is constantNo vision or strategyPresident/CEO of SPS has no leadership capabilities, does not trust any one and has surrounded himself with ""yes-men""Benefits a"
1125	"Company promotes a Communist-style management: nepotism, corruption, dictatorial chain of command and control, hidden politics, non-accountability of management, promotion of the young, obedient inept"
1126	"Fast pace, smart people, performance culture Not for everyone if you cannot handle the culture"
1127	"Little to no organic growth; that said profits increase year after year by cost cutting, primarily through employees through layoffs, furloughs, no raises, benefit cuts and not replacing those who lea"
1128	Extended training program. Saw all aspects of the AIDC Industry. No vertical movement. Hired under false pretenses. Over sold and under delivered.
1129	Love it here and you will too! None really - wouldn't change a thing!
1130	"many business to learn from bad culture, short term focuse"
1131	Benefits are horrible. Cost cutting in all the wrong places. Departments merging that have nothing to do with one another. Employees are some what beat down with RIFS and Furloughs hanging over your h
1132	"Management structure changes significantly with turnover, each wanting to change things to put their spin on it. This practices leave employees wondering what will come next and hesitant to implement"
1133	"The cost cutting has gone deep. The impact on employees has been significant. Over the past 10 years there have been pay cuts (then restored), half the years with no merit increases, reduction in 401k"
1134	Not a good place for career growth.Your Mid-term and end of year performance results depend on opinions from managers who have little to no exposure to you and your work.
1135	Greedy Ceo and upper management. Although wages are not bad the company takes and takes from the middle class people who make the money for them. They want to keep them down instead of rewarding them
1136	Brand name. No work pressure Unprofessional environment. HR has no authority. Constant turmoil in hierarchy and org level. Not a stable workplace
1137	- The culture of continuous improvement is admirable until you find yourself inundated trying to execute on poorly planned top-down initiatives.- Honeywell doesn't do very well at professional develop
1138	Great co-workers. You will get good experience in the function you work in. No opportunities for advancement even if you're a top performer.
1139	Stuck in the old military industrial complex methodology of operating. Superb propaganda machine for publicity. Outsources everything (Trump take note). Does not value any employee long or short term
1140	Work/life balance and flex time Cost of benefits is only increasing
1141	Upper management changes every 2 to 3 years causing a lack of focus and consistency in the workplace.Company runs too lean to be effective.Working in the Fortune 100 can be challenging.
1142	"Poor work/life balance, recently changed several positions for non-exempt to exempt with a poor salary bump to compensate. Very slow to hire and fill holes, jobs will stay empty for several months pla"
1143	Very expensive health insurance. Raises are low if any (0-2%). Management typically does not understand the aspects of a worker's job.
1144	Morale difficult to maintain due to consistent yoy head count reductions and overworked employees.resources decline while expectations increase.There are some very good leaders but the adversarial cul
1145	High management turn over after 2 - 3 years of the acquisition. High workload makes it a bit difficult to balance work and personal life.
1146	"Overtime is always required and uncompensated. Removing benefits regularly, layoffs of great people with over 30 years of experience with the company. No future big picture planning, it is all about h"
1147	Good people that try really hard to do the right thing No good prospects unless you live in India
1148	Pay is pretty good and job can be interesting. Company is horrible. They keep cutting benefits and expect people to work longer hours
1149	Good benefits. Direct management is good. Promotions rare. Old buildings and environment.
1150	"- Management meddling (almost micro-managing) in the cool projects.- Politically correct to annoyance, including layoff choices"
1151	Gym located on campus and very cheap Working from home not encouraged and culture is HORRIBLE
1152	Not much interest in employee retention. Performance reviews are solely based on external feedback. Manager has very little role to play in employee's performance and motivation. They are least concer
1153	"So chaotic its a lot to do Pick one, bad management, poor health insurance"
1154	Good place to get beat down and loose passion for being a great engineer. Too numerous to mention. Suffice to say if you are considering a job here stay away!
1155	"There are none. Vacation is okay Terrible benefits, terrible pay increases, no employee recognition, non competitive wages"
1156	Good smart people to work with. Money is tight so benefits are being systematically taken away.
1157	Benefits are the weak link at Honeywell. HSA plan with very high deductible and high monthly cost. It is only slightly cheaper then going on your own.
1158	
1159	Good name recognition. Able to leverage brand recognition. Pretty much everything. Benefits have been stripped to nothing. 18 month long hiring freeze has decimated staff.
1160	Benefit cut every year. Vision and dental insurance not subsidized. Medical benefit is high deductible to the nth degree. Honeywell is a self insured company = benefit as a profit center for the compa
1161	"the people, a bunch of very nice folks. I didn't see a down side."
1162	you will get good work experience work to life ratio very poor. you are disposable to HW and your job is never secure
1163	"great people to work with very stressful position, lots of pressure"
1164	"Great Co workers, Good Pay, Good Training No Dental, Bad Benefits, Furloughs"
1165	"Spokane site is poorly managed with tons of leadership turnover. Because of this, managers generally don't understand the business and leave before learning it.Each year, corporate cuts another legacy"
1166	Great coworkers. Like to have fun while diligently working. Management is very demanding and worry more about results than the employees.
1167	"Paychecks never bounced, that was nice good vacation policy Cut throat environment, this company does not care about its employees"
1168	Excellent company benefits and pay Too much mandatory over time
1169	They don't value their employees. Poor benefits and they get worse every year. Implement new policies that negatively impact the employee. Seems like the CEO just wants to cater to the investors at th
1170	I enjoyed working with the employees The performance reviews are one sided
1171	2 weeks vacation to start employees come after company and share holders and health ins
1172	"Great office, motivated people, growth opportunities seem available. No work life balance, benefits not great"
1173	Sometimes unrealistic expectations on resources needed to support implementations in timeframe expected.
1174	"investing in technology, M&A, focused on growth Large and sometimes very slow to react in markets"
1175	Great people to work with. Senior engineering folks are willing to spend time helping you learn. Layoffs and furloughs. Uncertain future in Aerospace.
1176	"Job security, decent pay, nice co-workers Everything you do is managed to the nth degree. Bad health plan"
1177	-Competitive Pay-Supportive Manager-interesting productI guess i need more than 5 words. That's pretty hard to do in this section
1178	"Benefits are not competitive, but this can be mitigated by focusing on interesting work, delivering results and excelling in Honeywell behaviors to achieve a desired standard of living."
1179	No work life balance. No raises for the last 5 years. In the last 12months 4 furloughs of 1 week each. No promotion even if you are considered the best in group.
1180	"Long hours. Pension plan sucked; i drew 1,600 a month from age 55 to 62; then they dropped my pension down to 250...because i started getting my social security check. This is one rip off from that co"
1181	"Upper level management leads with confusion, not knowing to cater to the customer, employees, or share holders. Treated like a child with lots of restrictions."
1182	"Highly bottom line results drivenHigh Talent people who work very hardLarge, diverse range of businesses and career paths Numbers driven, not customer drivenLarge corporate overhead"
1183	"On a team level, all is good. Work is interesting, team is cohesive. Furloughs, layoffs, loss of flexibility, etc are choking out employee morale"
1184	"Always something to learn-must be detail orientated Overworked, security is usually the last to be brought in on discussions"
1185	Over worked....working 12 hr shifts 6 days a week...now they want 8hrs on Sunday. Too bad if you have plans with family or friends...there work is more important.
1186	Work with great peopleChallenging WorkWeek off between Christmas and NYE Health benefits are terribleLots of lateral job movementsTook away telecommuting
1187	There was always a concern that you could be laid off. It really messed with morale and the smart emplyees started fleeing the company because they saw the writing on the wall
1188	A lot of benefits and great team work Salary is under the national average
1189	"Alot of training opportunity. Good managers Low base salary, hard to move salary up without leaving company then coming back."
1190	Good Benefits and very safety minded Leadership changes and no clear direction
1191	good exposure to lower/upper management new managers are less experienced
1192	High career growth opportunities and development exposure Short term metrics driven culture can drive long-tern counterproductive behaviors
1193	"Its a well known company and well respected in the industry. Honeywell does not accommodate requests to a great extent. Hence, I had to part ways with the company."
1194	The company has been downsizing for a few years now. Many jobs have been sent over seas and many business practices are questionable.
1195	Benefits are cut short. Social event are minimum. No development or training.
1196	"based on kinship,? but its original English meaning reveals the Latin source of the word: ?favoritism shown to nephews.? It comes from the Italian word for ?nephew,? nepote"
1197	"Challenging, stable, we'll compensated, aerospace management Political, top driven, middle management,"
1198	"Honeywell Corporate has decided to layoff some employees, though the layoffs have been somewhat targeted."
1199	Salary can be better. Office bus service limited. Indian management tries to be over smart at times compare to other global offices.
1200	"High Deductible Health plan, 401k, messing with the former retirement plan. No longer a retirement plan available for new hires."
1201	"worked with employees that had been with the Co. thru multiple ownership, ( most had been employed 30+ years and watched the poiicy and management style change multiple times) who hated their jobs and"
1202	"1. This place is not for a creative engineering or technical work but manufacturing.2. Responsibility is to execute what is told, no need to think.3. Development means a process development, mostly de"
1203	"No pensions,Salary growth year to year is slow,Upward movement isn't always clear,Surrounding union environment complicates things (position is non-union)"
1204	"Steady work. Good people for the most part. Low pay , overtime with out pay, stressful environment"
1205	Fun stuff to work with Management that doesn't care about employees
1206	"Funding for projects is very hard to come by, especially in the US, even when those projects are stated management priorities. It really feels like management thinks of the employees as liabilities ra"
1207	Not much to say beside location Under payed and overworked with no benefits and lots of cuts
1208	"Directors and Managers lack real leadership skill, good old boys club and they only care their own success instead of providing clear objectives for the team. Zero growth opportunities if you can surv"
1209	Great for travel around world Little to no upward movement. Slacking on annual pay merit increase
1210	The bottom line numbers trump everything; practices to show growth/revenue targets were met go to the point of being detrimental to the long term viability of the business. Aside from deleterious acco
1211	"Good Pay, Exciting Industry, Great Products Poor Managerment, Outsourcing of Domestic careers, decreasimg benefits"
1212	if you need a job not for any young people who want to have a meaningful life
1213	Old industrial company that has become exceptionally risk averse. Recently the company morale has become sluggish due to frequent unpaid work interruptions and the associated expectation for future lo
1214	"Instability.....mandated non-paid furloughs for management twice per year; mandatory 60 hour work weeks for factory workers; result: insecurity, financially and emotionally. changed suppliers to one t"
1215	Good people and working conditions Lack of strategic goals and long term vision.
1216	Most Engineers in department have many years experience which makes it difficult to relate & communicate. Layoffs are too common and furloughs are required depending on status of Aerospace finances.
1217	Good people to work with. Lots of layoffs and instability in some business units.
1218	"Unlimited vacation, flexible hours, great culture etc Furlough, no bonus structure for levels below manager"
1219	"Multiple Furloughs, Layoffs (RIF's), Reduction in benefits, So much change (recent re-org) in management, Seems to be no loyalty to employees and retain talent/knowledge, very low company morale."
1220	Short term financial focus is driving bad behaviors in leadership - saw situtations where layoffs were required dues to financials and right after the end of the quarter sites were scrambling to fill
1221	"Cut headcount to unsustainable levels drive employees to continuously do more and more (now driving for 35% overtime) negative culture and moral from top down. Employees are viewed as disposable, Seas"
1222	"Good exposure to new technologiesExcellent work life balanceCompetitive pay Depending on the business unit, sometimes career shift becomes difficult."
1223	"Working for Honeywell has been like going to war, you hate the war and you want to leave but you feel that you're doing a job that's meaningful and you don't want to leave your men behind, you feel ne"
1224	no job security at all. No permanent job openings available to temps working at the company for years. No benefits and pay is okay but could be better.
1225	Professional environmentGood work balanceGood opportunity to grow There is nothing significant to mention
1226	The company is very safety concoius401K match Salary compared to other companies.BenefitsMoral
1227	"Benefits stink. High deductible insurance policy with HSA, 401K after 1 year of employment, very little time off for new employees.Company lacks the value of time management skills for their employees"
1228	Good growth oppurtunities and work culture No remote policy. And low pay
1229	"2 raises in 7 years and those were a pathetic 2%!!! Furloughs, layoffs, management turnover is incredible, because they just keep forcing them into early retirement if they can't improve sales and gro"
1230	The leadership is tanking this company. I never knew this level of low morale was even possible. Most attribute it to the insatiable greed of the outgoing CEO. He is trying to ensure his retirement co
1231	Was a good company at one time continual squeezing of employees. Offshoring work
1232	Everyday is a new job...always something different. Loving the concept of NOT being routine... Too many chiefs not enough Indians...worried about layoffs
1233	"Interesting work and reasonable Manager. Corporate Benefits, furloughs, changes to policy. Vacation increase after 5 years."
1234	company is too focused on pleasing Wall Street and is loosing talent as it doesn't take care of people. Dreams of being a software company but too much politics and layers to be able to make quick dec
1235	"I can't think of any Furloughs, layoffs, removed ability to work from home, no dental coverage, no perks. Most boring atmosphere. No collaboration no one accountable for anything."
1236	Established Global Leader in Aerospace products Process Heavy and metrics driven
1237	Many career optionsGreat position in the industryAdapting to IoT faster than others Too many senior management layersDecision making within the teams take longer than it should
1238	"You are nothing but a number. It took over a year to get to new hire orientation, and in that year I went through three managers. The first two never even had time to give me the time of day, the thir"
1239	"Solid company in its industry, with good products. Does not cater to the employees. Every year less privileges. Hard to advance."
1240	"In a 2-year period, several key positions left Honeywell-Norcross including the Site Leader, Safety Manager, HR Director, Quality Manager, HOS Leader, and Materials Manager. So what's wrong? Top Leade"
1241	"Constant layoffs, furloughs make environment very toxic. Lots of rumors and gosip make it hard to work because unfortunate they become true eventually. I would stay away from this company unless you h"
1242	Company is very concerned about the bottom line to the detriment of employees. Large variances in salaries for same jobs. Reliance of contract hires with reluctance to hire or convert employees to per
1243	Upper/executive management is clueless in regards to what's important to employees and often delivers tone deaf messages and mandates to the working staff. Employees feel unvalued due to recent losses
1244	"Multiple reorganizations in the time that I was there, direct management often off-site and not very communicative. Too many people in upper management that don't assist smaller facilities in meeting"
1245	Great Development Leadership program was offered right after graduation Lots of competition for promotions
1246	Great Pay and Benefits! Great team of fellow technicians! They invest in their employees but once life changes effect an employee they are quick to terminate without help!
1247	"I've never worked for a company that provides very minimal amount of training. Vendors would rarely come in to train, if they came in it was to meet a ""visit quota"" and leave very shortly after droppi"
1248	"No job security , non merit increaseBenefits in decline, no future, no direction from top managementsNo over time for the extra hoursHard to meet dealines"
1249	Demanding hoursPay scale was not commensurate with work or market standardsVery political environment- too much time spent looking for next job or protecting current job due to realignments/reorgs/lay
1250	"I worked in Supply Chain Management at HON's Tempe, AZ site. High stress. No matter how much you do, it's never enough. We abused suppliers, squeezed every dime from them. Management makes unreasonabl"
1251	"Health plan - high deductible, high premium plansJob securityFurloughs""Unlimited"" vacation policy - managers can approve or reject vacation requests due to ""business needs"", no protection for employee"
1252	Benefits not the greatest. Corporate hides a lot. No communication of why certain decisions are being made. We are losing a lot of very good young engineers due to corporate decision and lack of expla
1253	Actively reducing US census. More interested in reducing cost than providing a quality product. They live quarter to quarter. Actively reducing workforce (RIFs). Periodic furloughs.
1254	"Stable work hours, fair supervisors and a good culture of co-workers Consistently understaffed and regular temporary transfers between prepositioned ships where the work was behind"
1255	"Good Technical work - home automation, etc Low salary, no bonus, terrible health insurance. Non-Technical first level management."
1256	
1257	"Good people. Nice corporate Structure. Travel, a little inflexible with some processes"
1258	They have been cutting back and have a Lack of resources for all departments causing long hours and project delays which will affect morale.
1259	Salary is pretty decent overall Poor Medical BenefitsPoor Time/Family BalanceExtremely Poor Management
1260	Depleting Benefits (annually)Work Life balance horribleLeadership changes constantlyHired under a Work@Home and they suddenly remove it and force you to commuteForcing retirement of long term loyal em
1261	"70% of the current business in in low growth on no growth Industries due to the economic climate, 70% of the current business in in low growth"
1262	"Several years of reorganizations, furloughs, layoffs, and managements refusal to fill key positions have negatively impacted the company's once strong culture. Employees all over the U.S. have been fo"
1263	"Upper management had poor planning for future work. The benefits are being severely reduced and raises are pathetic. The company continues to blame the economy, while at the same time making huge prof"
1264	Too many to list them. A million organizational problems. All surround decentralized operations. Onboarding was horrendous. Hiring processes are out of sync with market. Company is still doing things
1265	Low payConstant threat of layoffsBenefit cutsExpensive health insuranceCEO pay and bonus seems unlimited while workers suffer
1266	"Upper management is a joke! There is an extremely high turnover rate of cell leaders, but what do you expect when salary people are expected to take a week off without pay once every quarter. The heal"
1267	"Very little job security, more and more ""benefits"" taken away, poor management, tons of busy work and red tape, make no effort to treat employees well, Performance and Development system is a joke"
1268	Political at times. Lot of alcoholics it seems. Good old boy network. Too much paperwork and training. More work time less web crap to fill out.
1269	"Benefits weren't made known clearly enough. Depending on circumstances of projects, it can either be to your liking or not."
1270	The telecommuting agreements changes during 2016 limiting the use of it and limited recognitions to employee efforts and the work force reduction done during 2016.
1271	Very spotty career paths with US workforce being constantly reduced. Severe lack of positive re-enforcement. Poor Job stability. Support workforce teams are highly disjointed which basically eliminate
1272	Last January I had 25 days of vacation to use when I chose. This year I have zero. If my supervisor feels like rewarding me -and provided the company gives him a budget to pay me - I may be able to ge
1273	"terrible place to work.....no job advancement, low pay. no raises, the management team could care less about there people....I have been here 10 years and dread waking up for work every morning"
